┌──(root㉿kali)-[~/firewall-project/personal-firewall-python]
└─# # run in verbose mode to see logs on screen
sudo python3 firewall.py --iface eth0 --config rules.yaml --log-file firewall.log --verbose

2025-08-21 12:12:57,406 | INFO | Starting firewall on eth0 with default_action=allow, iptables=False
2025-08-21 12:13:19,197 | INFO | BLOCK udp 10.0.2.15:46953 -> 10.0.2.3:53 out eth0 len=88 | rule: Block private source network as example
2025-08-21 12:13:19,200 | INFO | BLOCK udp 10.0.2.15:46953 -> 10.0.2.3:53 out eth0 len=88 | rule: Block private source network as example
2025-08-21 12:13:19,203 | INFO | BLOCK udp 10.0.2.15:56421 -> 10.0.2.3:53 out eth0 len=95 | rule: Block private source network as example
2025-08-21 12:13:19,204 | INFO | BLOCK udp 10.0.2.15:56421 -> 10.0.2.3:53 out eth0 len=95 | rule: Block private source network as example
2025-08-21 12:13:19,215 | INFO | BLOCK udp 10.0.2.3:53 -> 10.0.2.15:56421 out eth0 len=184 | rule: Block private source network as example
2025-08-21 12:13:19,218 | INFO | BLOCK udp 10.0.2.3:53 -> 10.0.2.15:56421 out eth0 len=196 | rule: Block private source network as example
2025-08-21 12:13:19,219 | INFO | BLOCK udp 10.0.2.3:53 -> 10.0.2.15:46953 out eth0 len=104 | rule: Block private source network as example
2025-08-21 12:13:19,220 | INFO | BLOCK udp 10.0.2.3:53 -> 10.0.2.15:46953 out eth0 len=172 | rule: Block private source network as example
2025-08-21 12:13:19,220 | INFO | BLOCK tcp 10.0.2.15:57284 -> 34.160.144.191:443 out eth0 len=74 | rule: Block private source network as example
2025-08-21 12:13:19,221 | INFO | BLOCK tcp 10.0.2.15:56058 -> 34.36.137.203:443 out eth0 len=74 | rule: Block private source network as example
2025-08-21 12:13:19,355 | INFO | ALLOW tcp 34.36.137.203:443 -> 10.0.2.15:56058 out eth0 len=60 | rule: default
2025-08-21 12:13:19,356 | INFO | BLOCK tcp 10.0.2.15:56058 -> 34.36.137.203:443 out eth0 len=54 | rule: Block private source network as example
2025-08-21 12:13:19,358 | INFO | BLOCK tcp 10.0.2.15:56058 -> 34.36.137.203:443 out eth0 len=730 | rule: Block private source network as example
2025-08-21 12:13:19,361 | INFO | ALLOW tcp 34.36.137.203:443 -> 10.0.2.15:56058 out eth0 len=60 | rule: default
2025-08-21 12:13:19,412 | INFO | ALLOW tcp 34.160.144.191:443 -> 10.0.2.15:57284 out eth0 len=60 | rule: default
2025-08-21 12:13:19,413 | INFO | BLOCK tcp 10.0.2.15:57284 -> 34.160.144.191:443 out eth0 len=54 | rule: Block private source network as example
2025-08-21 12:13:19,415 | INFO | BLOCK tcp 10.0.2.15:57284 -> 34.160.144.191:443 out eth0 len=270 | rule: Block private source network as example
2025-08-21 12:13:19,415 | INFO | ALLOW tcp 34.160.144.191:443 -> 10.0.2.15:57284 out eth0 len=60 | rule: default
2025-08-21 12:13:19,554 | INFO | ALLOW tcp 34.160.144.191:443 -> 10.0.2.15:57284 out eth0 len=1466 | rule: default
2025-08-21 12:13:19,556 | INFO | BLOCK tcp 10.0.2.15:57284 -> 34.160.144.191:443 out eth0 len=54 | rule: Block private source network as example
2025-08-21 12:13:19,557 | INFO | ALLOW tcp 34.160.144.191:443 -> 10.0.2.15:57284 out eth0 len=1663 | rule: default
2025-08-21 12:13:19,559 | INFO | ALLOW tcp 34.36.137.203:443 -> 10.0.2.15:56058 out eth0 len=1466 | rule: default
2025-08-21 12:13:19,563 | INFO | BLOCK tcp 10.0.2.15:57284 -> 34.160.144.191:443 out eth0 len=54 | rule: Block private source network as example
2025-08-21 12:13:19,564 | INFO | BLOCK tcp 10.0.2.15:56058 -> 34.36.137.203:443 out eth0 len=54 | rule: Block private source network as example
2025-08-21 12:13:19,567 | INFO | BLOCK tcp 10.0.2.15:57284 -> 34.160.144.191:443 out eth0 len=147 | rule: Block private source network as example
2025-08-21 12:13:19,568 | INFO | ALLOW tcp 34.160.144.191:443 -> 10.0.2.15:57284 out eth0 len=60 | rule: default
2025-08-21 12:13:19,568 | INFO | ALLOW tcp 34.36.137.203:443 -> 10.0.2.15:56058 out eth0 len=1466 | rule: default
2025-08-21 12:13:19,569 | INFO | ALLOW tcp 34.36.137.203:443 -> 10.0.2.15:56058 out eth0 len=316 | rule: default
2025-08-21 12:13:19,572 | INFO | BLOCK tcp 10.0.2.15:56058 -> 34.36.137.203:443 out eth0 len=54 | rule: Block private source network as example
2025-08-21 12:13:19,572 | INFO | BLOCK tcp 10.0.2.15:56058 -> 34.36.137.203:443 out eth0 len=54 | rule: Block private source network as example
